text_segment,articles,compliance
"A company did not delete a former employee&#8217;s private emails and as such, it was determined that it processed private data without a legal basis. The company also was found to exceed data retention requirements. As per Hungarian laws, the name of the fined company was not disclosed by the national data protection authority.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"Upon creation of an applicant portal where interested parties could apply their documents for a job, the food company failed to encrypt the applicant portal. The transmission of the data had no encryption and the data storage was completely unencrypted and offered no password-protected security systems. Moreover, the data was linked to Google, so anyone could find the applicants&#8217; documents and retrieve them after a simple Google search.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The company had not imposed sufficient security measures, which led to the unauthorized access of personal information related to the people who had made transactions with the website avocatoo.ro. This information includes names, emails, phone numbers, jobs, surnames, mailing addresses, and transaction details). Documents dated 10th of November 2018 – 1st of February 2019 had become publicly accessible to anyone. The company was sanctioned following a notification by the National Supervisory Authority when transaction details were publicly accessible via two links.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
An e-learning platform implements an automated system to track and manage user consents for different types of data collection and usage.,Not Specified,compliant
"The company had stored some 500,000 documents containing names, addresses, dates of birth, NHS numbers and medical information and prescriptions in unsealed containers at the back of the building and failed to protect these documents from the elements, resulting in water damage to the documents.The company stored around 500,000 documents that contained the names, addresses, birth fates, and NHS identification numbers as well as medical information and prescriptions in unsealed containers at the back of a building. As a result of this, the documents were exposed to the elements which resulted in water damage and potentially to the loss of some data.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
The company ignored objections voiced by the affected parties regarding advertising and marketing calls.,Article 46 - Transfers subject to appropriate safeguards,non-compliant
"Three fined were issued on Hora Credit IFN SA because personal data of an individual was transmitted through email to a third party. The following investigation revealed that the company processed personal data without any means to validate the accuracy and authenticity of the data collected and processed. The operator also did not employ enough technical and organizational measures to protect the collected personal data. The case was made worse by the fact that the company did not notify the ANSPDCP after the data breach was discovered, as required by the law. The three fined issued were of €3,000, €10,000 and €1,000 for all the three issues of non-compliance discovered by the ANSPDCP.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A technical error allowed customers to view the personal data of other customers on the company&#8217;s website&#8217;s customer area. The original fine of €60,000 was reduced to €48,000.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
The company had disclosed the third party data of a client during a property purchase agreement.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
A teacher had sent an email to parents and students that contained an attachment that had detailed information on the well-being and academic performance of all students.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The merchant had ignored a client’s demands to stop processing personal data, in particular, the phone number. The merchant had continued sending the subject advertising messages to the subject&#8217;s phone number.",Article 46 - Transfers subject to appropriate safeguards,non-compliant
The company was fined because it collected personal data without providing accurate information about its data processing activities on their privacy policy page on their website.,"Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
The Bulgarian Interior Ministry was fined due to the unlawful processing of the personal data of a citizen. The Interior Ministry unlawfully sent the personal data of the citizen to the Togolese Republic.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
Iberdrola Clientes violated Article 13 of the GDPR when it showed a complete lack of cooperation with the AEPD. The latter had requested Iberdrola Clientes to provide the necessary information needed to add a person to the solvency list.,Not Specified,non-compliant
Ikea Ibérica was found to have installed cookies on a customer&#8217;s device without asking for permission.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The Company sent marketing messages to over 2.5 million customers without their consent. The marketing message encouraged data subjects the &#8220;My EE&#8221; app to manage their accounts. Furthermore, the Company sent another batch of marketing messages to other customers afterward.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 7 - Conditions for consent",non-compliant
A homeowners association used video surveillance CCTV without the proper information displayed in the affected areas. The Data Protection Authority also determined that inadequate technical measures were in place regarding the access and storage of personal data.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
A financial institution conducts annual GDPR compliance audits to identify and rectify any potential data protection gaps in their processes.,Not Specified,compliant
"A hack revealed the personal data that included email addresses and passwords of around 330,000 users.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
The Hungarian National Authority for Data Protection and the Freedom of Information (NAIH) concluded that the local authority of the city of Kerepes didn&#8217;t follow GDPR regulations when it installed a security camera. The Authority explained that the processing of the data was not in accordance with provisions of the GDPR.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A digital marketing company adopts privacy-aware practices, ensuring that all marketing campaigns are compliant with GDPR, especially in terms of user consent and data minimization.",Not Specified,compliant
"Aegean Marine Petroleum Network Inc. informs all data subjects about their data processing and storage practices. They implement strong technical measures to secure large data amounts and maintain strict separation between software and stored data, preventing unauthorized access.",Not Specified,compliant
"A social networking site sets user profiles to the highest privacy settings by default, aligning with the GDPR's principle of data protection by default.",Not Specified,compliant
The company acquired a photocopy of a person&#8217;s ID card with the person&#8217;s consent but continued to use and process the personal data even after the affected person had withdrawn their consent.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
Video surveillance was used to monitor employees.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A fine of €11,760 was issued on the commercial representative of a national telecommunications provider due to the unlawful processing of the personal data of a client. The commercial representative unlawfully processed the data of a client with the goal of closing a contract for mobile telephoning services.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The National Revenue Agency was fined with €28,100 because of the unlawful processing of personal data of a private individual. The personal data of the individual was unlawfully collected and used in an enforcement case against them in order to recover a tax debt of €86,000. The National Revenue Agency also collected bank account data of the affected individual from the Bulgarian National Bank. The Bulgarian DPA argued that this data was collected unlawfully by the National Revenue Agency. This is one of the very rare cases where a DPA fines a government institution for the unlawful processing of personal data.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
An online retailer implements secure payment processing systems to ensure that customers' financial data is protected against unauthorized access or breaches.,Not Specified,compliant
"A work computer belonging to a city government employee was stolen. The computer contained personal data of around 1,600 city government employees as well as sensitive information such as social security numbers.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The Dutch employee insurance service provider &#8211; &#8220;Uitvoeringsinstituut Werknemersverzekeringen &#8211; UWV did not use multi-factor authentication for accessing the employer web portal. Health and safety services, as well as employers, were able to view and collect data from employees, data to which normally they should not have had access to.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"A pharmaceutical company limits access to clinical trial data on a need-to-know basis, protecting the privacy of participants in line with GDPR.",Not Specified,compliant
"The restaurant wanted to sanction an employee using images taken by another employee in the restaurant, to be used as evidence.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"No concrete details have been released at this point other than a fine of €150,000 was imposed in November 2019. We will update this card once further information emerges.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The company in question, Dante International, failed to observe the right of a customer to unsubscribe from commercial communications and sent a commercial e-mail to the client in spite of that.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The company was fined because it processed personal data without the consent of the affected parties.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The bank erroneously sent the subject’s credit card data to another person via SMS. Despite the data subject’s request to erase the data, the bank continued to send SMS messages to that incorrect telephone number. The bank was fined about 0.00016% of the annual net revenue.",Article 5 - Principles relating to processing of personal data,non-compliant
The company ignored objections voiced by the affected parties regarding advertising and marketing calls.,Article 46 - Transfers subject to appropriate safeguards,non-compliant
"The Aegean Marine Petroleum Network Inc. failed to inform data subjects that they would have their data processed and stored on the servers. Moreover, the company failed to impose the necessary technical measures and secure the processing of such large amounts of data, while also failing to impose a separation between the relevant software and the data stored on the servers. As a result, companies outside the Aegean Marine Petroleum Group had access to these servers and, implicitly, to the personal data of data subjects, which they copied from the servers.",Article 5 - Principles relating to processing of personal data,non-compliant
"A fine of €11,760 was issued on the commercial representative of a national telecommunications provider due to the unlawful processing of the personal data of a client. The commercial representative unlawfully processed the data of a client with the goal of closing a contract for mobile telephoning services.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The government agency was fined due to granting the police access to data and failing to implement adequate measures to secure the data, even after being warned by the national DPA.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
A military hospital did not meet the reporting deadline imposed for data breaches. The data protection authority further increased the fine due to the lack of technical and organizational measured to prevent the loss of personal data.,"Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
A sports bar operated a video surveillance CCTV system that had an angle that extended into a public area that should not have been surveilled.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A fine of €1,022 was imposed on a national telecom company for the unlawful processing of the personal data of a citizen. The personal data of the individual was unlawfully accessed and processed in order to cancel a contract.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
Corporacion de Radio y Television Espanola lost 6 USB sticks with unencrypted personal information and data.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The Company had retained the personal data of customers who had expressed their desire to discontinue receiving emails from the company. Eight customers complained to have received such emails, despite not having solicited them. Moreover, the company refused to share information with five subjects regarding their rights to withdraw consent in the processing of personal information.",Article 46 - Transfers subject to appropriate safeguards,non-compliant
"Vodafone Romania employed weak and insufficient security measures, which led to an event of erroneous data processing. When an individual issued a complaint, the company incorrectly processed the client’s data and sent it to a wrong e-mail address.",Article 5 - Principles relating to processing of personal data,non-compliant
The company had disclosed the third party data of a client during a property purchase agreement.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The fine was issued because, in April 2019, the company hadn’t taken the necessary measures to ensure the integrity and confidentiality of information (as per Art. 5 para. 1 lit. f GDPR) when it disposed of documents that contained personal information of two clients. We should mention that the documents were simply disposed of in the general waste recycling system where they were found by a neighbor.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
A police officer used a witnesse&#8217;s personal data to contact her.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The pension Royal President near Bucharest was fined €2,500 after it refused to process a request for the exercise of the right of access. The Romanian Data Processing Authority also determined that customers&#8217; personal data was not processed in accordance with GDPR principles.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
"A fine was issued to the National Football League (LaLiga) because it had failed to inform users of the implications contained within the app it offered. This app remotely accessed the users&#8217; microphones once every minute to check pubs screening football matches. The AEPD thinks that the users were not sufficiently informed of this. Moreover, the users did not have the adequate possibility to withdraw their consent, once given.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
"The ICO notified the British Airways of its intention to issue a fine worth 183.39 million pounds because of an alleged infringement of Art. 31 of the GDPR. The reason for this is related to an incident which the company reported in September 2018, when the British Airways website had diverted the users’ traffic to a dangerous website. The hackers in charge of this website had stolen the personal data of more than 500.000 customers. The company had poor security mechanisms to prevent such cyber-attacks from happening.<strong>Notice:</strong> British Airways is facing a fine of €204,600,000, but this is not yet final. As such, it’s not included in our statistics dashboard.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
The data controller did not comply with the data subject’s request to access personal data related to audio recordings.,Article 46 - Transfers subject to appropriate safeguards,non-compliant
"The company unlawfully processed the employer&#8217;s data while creating the illusion that it acted under the legal basis of consent. Whereas, the company was using a different legal basis. This is a strict violation of the transparency principle. Moreover, the company violated the accountability principle when it failed to bring evidence related to the proper assessment of the employer&#8217;s data using the right legal bases.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The betting place used a system of video surveillance illegally because it filmed the public space (the sidewalk). Private individuals are not allowed to do this on a large scale like in this case.,"Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
Video surveillance was used to monitor employees.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"Vodafone mistakenly charged a customer whose information it disclosed to BADEXCUG, a solvency registry. SETSTI, the Spanish telecommunications and information agency demanded that Vodafone reimburse the client. The AEPD decided that Vodafone had acted erroneously and that it had breached the principle of accuracy.",Not Specified,non-compliant
UniCredit Bank opened a bank account for a person who has not requested any account to be opened. The bank allegedly had his personal data at their disposal because the affected person was responsible for closing a bank account operated by his employer. The bank was requested to prove that it had consent from the data subject to process his personal data but was unable to provide this proof.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The bank did not provide its customers with copies of credit documentation (interest changes reviews, repayment plans, and loan agreement annexes) in the period from May 2018 to April 2019. In this sense, the bank went ahead and argued that its decision was the right one since the documentation would be related to repaid loans, which a customer shouldn&#8217;t have the right to access. A data subject alerted the DPA, which demanded that the bank provide copies of the loan documentation to the data subject. The DPA fined the bank (a specific sum is still unknown) taking into consideration the financial institution&#8217;s continued refusal for over a year to deny the right of access to such documentation to over 2.500 customers.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
BNP Paribas Personal Finance was requested to erase personal data of a client and it did not do so during the timeframe required by GDPR legislation.,"Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
A hospitality chain includes GDPR compliance training as part of its onboarding process for new employees.,Not Specified,compliant
The company did not ensure the accuracy of the processing of personal data. This resulted in the disclosure of a client&#8217;s personal data to a different client.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
The betting place used a system of video surveillance illegally because it filmed the public space (the sidewalk). Private individuals are not allowed to do this on a large scale like in this case.,"Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
The car owner used the dash-cam unlawfully.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A city government ensures all work computers are equipped with advanced security features. Personal data of city government employees, including sensitive information like social security numbers, is stored in a secure, encrypted database with strict access controls.",Not Specified,compliant
"An e-commerce company has a well-defined data breach response plan in place, ensuring timely notification to authorities and affected individuals in case of a data breach.",Not Specified,compliant
The bank unlawfully came into possession of personal data related to a student.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The Company sent personal information through the WhatsApp platform to Raiffeisen Bank in order to facilitate the assessment of personal scores. The results were returned on the same platform.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"A manufacturing company implements strict policies to protect the personal data of its employees, including secure storage and limited access on a need-to-know basis.",Not Specified,compliant
A private enforcement agent was fined for the unlawful processing of personal data of an individual. The agent had conducted video surveillance on the individual and refused to grant access to the collected data. The affected individual submitted an application to access their personal data but the enforcement agent rejected this request and refused to motivate this decision.,Article 46 - Transfers subject to appropriate safeguards,non-compliant
"A financial advisory firm uses robust encryption methods to protect sensitive client data, both in transit and at rest.",Not Specified,compliant
The national data protection authority determined that the company used the Bradford factor for profiling and monitoring sick leave and that this constituted unlawful processing of personal data.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"Vueling Airlines made it impossible for users to access their website without accepting the cookies. Therefore, one couldn’t browse the website unless they accepted the cookies. The AEPD sanctioned the company with 30.000 euros","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The gas company did not have the necessary technical measures in place to verify the identity of the subjects&#8217; data. It was alleged by a third party that the company emailed their information to a third party in regards to a request.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The Company was issued a fine because it had failed to provide the necessary security and organization measures in two cases. Firstly, it failed in the appropriate determination of the data processing means. Secondly, it failed in the appropriate implementation of necessary security safeguards, which led to the public disclosure of the personal data of over 337.042 people.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
BD was fined with €511 because it failed to provide access to information which the national DPA requested in order to resolve a complaint.,Article 31 - Cooperation with the supervisory authority,non-compliant
"After an inspection in 2018 when irregularities were noticed, the company IDdesign was fined. The company had overused the data of over 380.000 customers for a longer period of time than they were allowed to, as per the initial goals of the data processing. Moreover, the company had no clear deadlines regarding the deletion of personal data. The controller had also ignored the necessity of having a clear policy on the data deletion procedures.",Article 5 - Principles relating to processing of personal data,non-compliant
"The complainant was unlawfully and unknowingly been registered for the prepaid services of a telecommunication service provider. The employees had used personal data illegally and without express consent from the subject. Moreover, the signature on the application was found to be incongruent and dissimilar to the subject’s own signature. The identity card number on the prepaid application was also fake.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
An e-commerce website redesigns its user interface to make privacy settings more accessible and easier to understand for its users.,Not Specified,compliant
"Complaints from the employees were received that they were unlawfully filmed in the workspace.  The company failed to observe the rules pertaining to the unlawful filming of employees all the time, and the necessity of providing information related to the data processing to the employees. The CNIL performed an audit in October 2018, and the company wasn’t observing the data protection laws. Therefore, fines were issued.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A news website implements a clear and easily accessible cookie consent banner, allowing users to choose which cookies they accept or reject.",Not Specified,compliant
"A work computer belonging to a city government employee was stolen. The computer contained personal data of around 1,600 city government employees as well as sensitive information such as social security numbers.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The company had allowed for personal data belonging to clients (including copies of the driver’s license) to be publicized online. Apparently, unauthorized access was detected, and the fault lies with the inappropriate security measures.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
A sports bar operated a video surveillance CCTV system that had an angle that extended into a public area that should not have been surveilled.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The financial institution refused the data erasure request of a customer, arguing that it was in the institution’s best interests to retain the phone number, given that the customer had debts. However, the NAIH argued that the creditor could communicate with the debtor by post, and the phone number was unnecessary. The financial institution had broken the data minimization and purpose limitation principles. A fine was issued equal to 0.025% of the institution’s annual net revenue.",Article 46 - Transfers subject to appropriate safeguards,non-compliant
"In a digital publication, health data was accidentally published due to inadequate internal control mechanisms.Due to inadequate internal control mechanisms, health data was made public by a digital publication.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
The games lounge was fined because it improperly used and processed surveillance footage data.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The data controller had no legal basis to process data in conformity with art 6.1.b, related to the claims.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"Vodafone Espana called the complainant to offer its services but the data subject refused. His personal data had been acquired by the company through his daughter. Despite his refusal, Vodafone Espana provided the services and demanded payment for them. Therefore, the company had unlawfully processed the complainant’s personal data without express consent.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The organization processed personal data of its members even after the AEPD warned it that the processing was unlawful without the consent of the affected individuals.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The company was fined because it had refused to comply with the obligation of appointing a data protection officer.,"Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
"The Company had retained the personal data of customers who had expressed their desire to discontinue receiving emails from the company. Eight customers complained to have received such emails, despite not having solicited them. Moreover, the company refused to share information with five subjects regarding their rights to withdraw consent in the processing of personal information.",Article 46 - Transfers subject to appropriate safeguards,non-compliant
"A newspaper was fined €10,000 after it had published both in electronic and physical form the names and pictures of three police investigators. The Cypriot Data Protection Commissioner considered that it would have been enough to publish only the initials of the police officers or photographs from which it would not have been possible to identify the three officials, such as using blurred faces.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The company installed video surveillance in order to monitor employee activity. The problem arose from the fact that some cameras were installed in the locker rooms where the staff kept their spare clothes and regularly used to get dressed and undressed.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The Company shared personal driver details with other third-parties, including parking firms.",Article 33 - Notification of a personal data breach to the supervisory authority,non-compliant
"The complainant was unlawfully and unknowingly been registered for the prepaid services of a telecommunication service provider. The employees had used personal data illegally and without express consent from the subject. Moreover, the signature on the application was found to be incongruent and dissimilar to the subject’s own signature. The identity card number on the prepaid application was also fake.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The company was fined because it had refused to comply with the obligation of appointing a data protection officer.,"Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
"A social media platform updates its privacy policy to be more user-friendly and transparent, clearly explaining how user data is collected, used, and protected.",Not Specified,compliant
"Vodafone Romania employed weak and insufficient security measures, which led to an event of erroneous data processing. When an individual issued a complaint, the company incorrectly processed the client’s data and sent it to a wrong e-mail address.",Article 5 - Principles relating to processing of personal data,non-compliant
"Applications that were received from Slovak citizens requesting social benefits were sent to foreign authorities by post. These were lost, which resulted in all the personal details of the affected people to become public, including their physical addresses.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"Vodafone sent customers invoicing details to a third party after a customer invoicing complaint. The fine was originally determined to be €75,000 but later reduced to €60,000 after the quick cooperation of the company.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"Biometric fingerprint scanners were used in a school in Gdansk (Poland) to authenticate students into the school&#8217;s payment processing system. While the parents have given written consent to the processing of this kind of data, the Polish National Personal Data Protection Office (UODO) argued that the data processing was nevertheless unlawful, as the consent was obtained involuntarily. It was argued that the school required the consent, otherwise, it would not have been able to process student&#8217;s payments at all, meaning parents had no choice other than to &#8220;consent&#8221;.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The Company shared personal driver details with other third-parties, including parking firms.",Article 33 - Notification of a personal data breach to the supervisory authority,non-compliant
A military hospital did not meet the reporting deadline imposed for data breaches. The data protection authority further increased the fine due to the lack of technical and organizational measured to prevent the loss of personal data.,"Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
"A technical error allowed customers to view the personal data of other customers on the company&#8217;s website&#8217;s customer area. The original fine of €60,000 was reduced to €48,000.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"Vodafone España sent invoices of a client that contained personal data such as name, ID card number, and address to their neighbor.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The company has sent several advertising messages to a person, even after the affected person made it clear that they do not consent to their personal data to be processed.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"Fan Courier Express SRL, which is a national courier service, was given an €11,000 fine because it failed to take appropriate technical and organizational measures to prevent the loss of personal data (name, bank card number, CVV code, cardholder&#8217;s address, personal identification number, serial and identity card number, bank account number, authorized credit limit) of over 1100 private individuals.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"A client had complained that AVOND COSMETICS hadn’t observed the law when it processed his personal data erroneously. His identity wasn’t properly verified, which led to the erroneous matching of that client with a register of claims. As a result, the client wasn’t able to work with his bank. Moreover, a third-party utilized the client’s personal data unlawfully.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The company had not imposed sufficient security measures, which led to the unauthorized access of personal information related to the people who had made transactions with the website avocatoo.ro. This information includes names, emails, phone numbers, jobs, surnames, mailing addresses, and transaction details). Documents dated 10th of November 2018 – 1st of February 2019 had become publicly accessible to anyone. The company was sanctioned following a notification by the National Supervisory Authority when transaction details were publicly accessible via two links.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
Not available,Article 46 - Transfers subject to appropriate safeguards,non-compliant
"HVV GmbH had not reported a data breach to the data protection authority in due time. This data breach was related to the security gap in the Customer E-Service, in that that clients with an HVV card who logged in the CES could access the data of other customers by changing the URL to match their data profile.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
A logistics company ensures that all its partners sign data processing agreements that are in compliance with GDPR standards.,Not Specified,compliant
"An IT service provider regularly educates its employees about their rights regarding personal data, ensuring they understand how to exercise these rights.",Not Specified,compliant
"The private company was fined for having breached the information obligation in the case of personal data of several entrepreneurs. The data was taken from public sources (Central Electronic Register and Information on Economic Activity) and used for commercial purposes. In accordance with Art. 14(1) – (3) of the GDPR, the company was obligated to inform all the individuals concerned about the data processing. However, the company informed only those individuals for whom it had email addresses. For the rest, the high operational costs made them ignore the information obligation.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
"The data processing was conducted in a way that didn&#8217;t ensure the appropriate security of the data itself. Meaning that anyone could access or alter it in an irreversible way (deletion, destruction).","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
The website of the company did not contain a privacy policy or a cookie banner.,"Article 12 - Transparent information, communication and modalities for the exercise of the rights of the data subject",non-compliant
"The pension Royal President near Bucharest was fined €2,500 after it refused to process a request for the exercise of the right of access. The Romanian Data Processing Authority also determined that customers&#8217; personal data was not processed in accordance with GDPR principles.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
"A merchant was found guilty of trying to create a customer card using an electronic identity card. In doing so, the merchant would have needed access to personal information on the electronic identity card, including photo and barcode. The fine was 10.000 euros.",Article 5 - Principles relating to processing of personal data,non-compliant
"A website that provided legal information and news only had its privacy policy page available in English, even though it was also addressing the French and Dutch-speaking markets. Also, the privacy policy page was not easily accessible and did not mention the legal basis for the processing of data, as required by the GDPR. The website also used Google Analytics without effective consent.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The school unlawfully published health data of over 2,000 teachers on its website.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A hotel chain provides incident response training to its staff, ensuring preparedness for potential data breaches and understanding of reporting obligations under GDPR.",Not Specified,compliant
"A fine of €5,113 was imposed on a national telecom company for the unlawful processing of the personal data of a citizen. The personal data of the individual was unlawfully accessed and processed in order to cancel a contract.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The school unlawfully published health data of over 2,000 teachers on its website.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The school unlawfully published health data of multiple teachers on its website.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The bank was fined 500 EUR for calling a client about the unresolved bills of his neighbor. The client then invoked his right to be forgotten, which the bank ignored at first. Another motion was started, and the client complained to the KZLD. Apparently, the bank hadn’t requested consent from the subject when processing his data.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"Biometric fingerprint scanners were used in a school in Gdansk (Poland) to authenticate students into the school&#8217;s payment processing system. While the parents have given written consent to the processing of this kind of data, the Polish National Personal Data Protection Office (UODO) argued that the data processing was nevertheless unlawful, as the consent was obtained involuntarily. It was argued that the school required the consent, otherwise, it would not have been able to process student&#8217;s payments at all, meaning parents had no choice other than to &#8220;consent&#8221;.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"Website affiliated with the Movimento 5 Stelle, an Italian political party, had a data breach in 2017. Rousseau, the data processor running these websites, had insufficient security measures in place. Garante, the Italian Data Protection Authority, issued a request to update these measures and the privacy information notice, for more transparency on the processing of data. The information issue was completed on time. However, Rousseau failed to adopt new security measures, and it was fined by Garante.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
